Customer,State,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Customer Lifetime Value
GH86762,California,No,Extended,Bachelor,1/13/11,Employed,F,59853,Urban,Single,124,18,79,0,2,Special Auto,Special L2,Offer1,Web,570.847354,SUV,Small,19454.40847
RS24501,Oregon,No,Premium,College,11/1/2011,Employed,F,28919,Suburban,Single,173,5,88,0,3,Personal Auto,Personal L2,Offer3,Agent,830.4,SUV,Medsize,13350.1209
JQ93340,Nevada,No,Basic,High School or Below,2/22/11,Employed,M,83208,Urban,Married,68,10,93,0,4,Special Auto,Special L2,Offer2,Call Center,325.866271,Four-Door Car,Small,5459.216794
VU87728,Nevada,No,Basic,High School or Below,1/25/11,Unemployed,M,0,Suburban,Single,72,31,75,0,9,Personal Auto,Personal L2,Offer4,Agent,518.4,Four-Door Car,Medsize,4846.322223
WB12017,California,No,Basic,College,3/1/2011,Employed,F,21189,Suburban,Divorced,66,4,2,0,2,Personal Auto,Personal L3,Offer3,Agent,316.8,Two-Door Car,Medsize,18321.86647
No81415,Arizona,No,Extended,Bachelor,1/2/2011,Employed,M,31177,Suburban,Married,79,14,28,0,1,Personal Auto,Personal L3,Offer4,Call Center,905.699717,Four-Door Car,Small,3139.169353
LQ28707,Oregon,Yes,Basic,Bachelor,1/25/11,Retired,M,23665,Suburban,Married,67,19,50,0,2,Personal Auto,Personal L3,Offer1,Branch,404.817249,Four-Door Car,Medsize,22658.53652
KC14861,Oregon,No,Basic,High School or Below,11/2/2011,Employed,M,91193,Rural,Married,185,15,75,1,6,Personal Auto,Personal L1,Offer1,Web,1.587888,Luxury SUV,Medsize,14886.70602
QW40898,Arizona,Yes,Basic,College,2/2/2011,Medical Leave,F,17576,Suburban,Married,71,29,70,0,1,Personal Auto,Personal L1,Offer2,Call Center,398.502948,Four-Door Car,Medsize,2722.210707
RM21896,Oregon,No,Extended,College,1/19/11,Employed,F,47730,Rural,Divorced,91,12,52,0,2,Personal Auto,Personal L3,Offer3,Call Center,219.440024,Four-Door Car,Medsize,28699.89392
OI29521,Oregon,No,Extended,College,10/1/2011,Employed,F,33432,Rural,Single,90,28,43,0,2,Corporate Auto,Corporate L3,Offer1,Agent,161.423101,Two-Door Car,Medsize,10388.986
TU27563,Oregon,No,Extended,Bachelor,10/1/2011,Employed,F,20694,Suburban,Married,94,29,89,1,1,Personal Auto,Personal L2,Offer2,Branch,451.2,Two-Door Car,Medsize,3647.24611
MD17521,Oregon,No,Extended,High School or Below,1/31/11,Employed,M,64825,Urban,Married,129,1,78,0,4,Personal Auto,Personal L3,Offer2,Web,359.484342,SUV,Medsize,10298.38586
BI46495,Oregon,No,Extended,High School or Below,6/2/2011,Unemployed,M,0,Suburban,Single,79,4,78,0,4,Corporate Auto,Corporate L2,Offer1,Branch,568.8,Two-Door Car,Medsize,5313.467001
PI98333,Oregon,No,Basic,Bachelor,1/24/11,Unemployed,F,0,Suburban,Single,66,11,73,0,1,Personal Auto,Personal L3,Offer1,Agent,501.153571,Four-Door Car,Medsize,2353.179121
XE18554,California,No,Extended,Bachelor,6/2/2011,Medical Leave,F,24177,Suburban,Married,92,4,37,1,2,Personal Auto,Personal L2,Offer1,Agent,441.6,Four-Door Car,Medsize,10436.57466
PR31509,Nevada,No,Basic,Bachelor,2/21/11,Unemployed,M,0,Suburban,Married,71,31,70,0,3,Personal Auto,Personal L3,Offer1,Branch,340.8,Four-Door Car,Medsize,5331.823882
QW98193,California,No,Basic,College,1/27/11,Employed,M,56480,Suburban,Single,101,32,65,0,1,Corporate Auto,Corporate L2,Offer3,Branch,617.650751,SUV,Medsize,3924.416277
YQ74870,Washington,No,Extended,High School or Below,12/2/2011,Employed,M,35257,Suburban,Divorced,98,16,2,1,8,Corporate Auto,Corporate L2,Offer2,Web,470.4,Four-Door Car,Small,7556.24034
AP67935,California,No,Basic,College,2/13/11,Employed,M,64749,Urban,Married,64,24,59,0,2,Special Auto,Special L2,Offer2,Branch,302.56519,Four-Door Car,Medsize,7619.5158
IQ40799,Washington,No,Basic,Bachelor,1/22/11,Unemployed,M,0,Suburban,Single,100,17,21,2,4,Personal Auto,Personal L2,Offer1,Branch,648.364172,SUV,Small,6328.180924
KY48450,Oregon,No,Basic,College,9/1/2011,Employed,F,83926,Rural,Married,181,31,88,0,1,Personal Auto,Personal L1,Offer3,Agent,124.447153,Luxury Car,Medsize,7334.517166
QC30857,Nevada,No,Basic,College,2/28/11,Employed,F,45768,Urban,Married,73,33,27,0,1,Personal Auto,Personal L2,Offer1,Agent,191.934494,Two-Door Car,Medsize,2931.155192
ZV99487,Arizona,No,Extended,Bachelor,11/1/2011,Unemployed,F,0,Rural,Married,93,21,8,0,3,Personal Auto,Personal L1,Offer1,Call Center,149.269407,Four-Door Car,Medsize,6986.603722
BH43379,Oregon,No,Extended,Bachelor,2/1/2011,Employed,F,29698,Urban,Divorced,83,17,89,2,1,Personal Auto,Personal L3,Offer3,Branch,215.884804,Four-Door Car,Large,3147.973444
YC33550,Oregon,No,Basic,High School or Below,1/19/11,Employed,F,24224,Suburban,Divorced,71,7,64,0,1,Corporate Auto,Corporate L2,Offer2,Call Center,511.2,Two-Door Car,Small,2826.804029
CM94209,Oregon,No,Extended,High School or Below,1/23/11,Employed,F,92147,Urban,Married,77,25,27,2,1,Personal Auto,Personal L2,Offer1,Agent,278.4815,Four-Door Car,Medsize,3086.722253
QC95625,California,Yes,Premium,High School or Below,2/27/11,Employed,M,57449,Suburban,Single,103,6,28,0,2,Personal Auto,Personal L2,Offer1,Agent,494.4,Four-Door Car,Medsize,12157.32992
UD77728,Arizona,No,Basic,Bachelor,2/26/11,Employed,F,23550,Urban,Married,72,17,3,0,3,Personal Auto,Personal L3,Offer2,Agent,222.751524,Four-Door Car,Medsize,5657.806998
RR47424,California,No,Premium,High School or Below,1/24/11,Unemployed,F,0,Suburban,Married,290,11,18,0,5,Personal Auto,Personal L3,Offer1,Call Center,1550.596808,Luxury Car,Medsize,21766.83059
HW61722,Oregon,No,Basic,Bachelor,1/27/11,Unemployed,F,0,Urban,Married,66,15,24,0,2,Personal Auto,Personal L3,Offer2,Web,278.574142,Four-Door Car,Medsize,7188.607263
No50634,Oregon,Yes,Premium,College,2/16/11,Employed,M,60475,Suburban,Married,107,9,18,0,1,Personal Auto,Personal L3,Offer2,Branch,513.6,Four-Door Car,Medsize,4330.38602
HL40930,Oregon,No,Extended,Bachelor,2/22/11,Employed,M,63651,Rural,Single,92,19,10,0,3,Personal Auto,Personal L3,Offer2,Branch,224.711836,Four-Door Car,Large,7150.225367
VF87723,California,No,Extended,College,2/24/11,Employed,M,30658,Suburban,Married,89,6,67,0,2,Personal Auto,Personal L3,Offer2,Branch,441.757585,Four-Door Car,Medsize,10487.74332
JD82896,California,No,Extended,High School or Below,4/2/2011,Unemployed,F,0,Suburban,Single,139,5,29,0,1,Personal Auto,Personal L2,Offer2,Branch,1000.8,SUV,Medsize,4896.261605
KH24214,Oregon,No,Basic,College,2/13/11,Employed,M,55437,Suburban,Married,64,5,78,1,2,Personal Auto,Personal L3,Offer3,Agent,445.287788,Four-Door Car,Medsize,17857.97233
UF91715,Nevada,No,Premium,High School or Below,1/22/11,Unemployed,M,0,Suburban,Single,107,14,90,0,3,Personal Auto,Personal L3,Offer1,Agent,770.4,Four-Door Car,Medsize,7664.80924
MF87270,California,No,Basic,High School or Below,2/15/11,Employed,F,57248,Suburban,Married,74,31,17,0,1,Personal Auto,Personal L3,Offer2,Call Center,355.2,Four-Door Car,Small,2952.581331
LG45661,Nevada,No,Basic,High School or Below,3/2/2011,Unemployed,F,0,Suburban,Single,67,11,6,0,2,Personal Auto,Personal L3,Offer2,Agent,482.4,Four-Door Car,Medsize,20940.30306
NX71501,California,No,Basic,Doctor,3/1/2011,Employed,F,42889,Rural,Married,74,31,18,0,7,Personal Auto,Personal L1,Offer1,Agent,177.321283,Four-Door Car,Small,5936.344043
KR90607,Washington,No,Basic,College,2/26/11,Unemployed,F,0,Suburban,Single,101,16,59,0,1,Personal Auto,Personal L1,Offer1,Agent,862.49778,SUV,Medsize,3721.390713
QW60568,California,No,Premium,College,6/2/2011,Employed,M,58789,Rural,Married,111,4,69,0,3,Corporate Auto,Corporate L2,Offer3,Call Center,215.438825,Four-Door Car,Medsize,8888.143979
KY21873,Arizona,No,Basic,College,2/25/11,Unemployed,M,0,Rural,Married,69,16,45,0,6,Personal Auto,Personal L1,Offer3,Agent,72.852047,Two-Door Car,Medsize,5050.826183
JT32550,Washington,No,Basic,High School or Below,1/30/11,Unemployed,M,0,Suburban,Single,72,18,25,0,2,Personal Auto,Personal L2,Offer4,Web,744.026708,Four-Door Car,Small,7260.833833
DQ58142,Arizona,No,Basic,High School or Below,8/1/2011,Employed,M,37759,Suburban,Married,108,9,51,0,5,Corporate Auto,Corporate L3,Offer4,Web,518.4,SUV,Medsize,8561.561976
RO89785,Oregon,Yes,Extended,College,5/1/2011,Medical Leave,M,20978,Suburban,Married,98,19,96,1,1,Personal Auto,Personal L3,Offer2,Branch,1176.2788,Four-Door Car,Small,3508.569533
LI10567,Oregon,No,Premium,High School or Below,4/2/2011,Unemployed,M,0,Suburban,Single,169,7,64,0,3,Personal Auto,Personal L2,Offer4,Branch,1312.201307,Sports Car,Medsize,11700.6441
CV64725,California,No,Extended,High School or Below,7/1/2011,Employed,M,55366,Suburban,Divorced,86,11,54,2,4,Personal Auto,Personal L1,Offer3,Agent,455.714395,Four-Door Car,Medsize,6545.802896
QZ56257,Washington,No,Extended,High School or Below,1/17/11,Unemployed,F,0,Suburban,Single,223,26,40,5,7,Personal Auto,Personal L2,Offer1,Call Center,1605.6,Luxury Car,Medsize,13021.0853
HG23705,Arizona,No,Basic,Bachelor,5/1/2011,Employed,F,79681,Rural,Single,73,4,93,1,1,Personal Auto,Personal L3,Offer2,Agent,9.160139,Four-Door Car,Medsize,2872.669164
EU98982,Arizona,No,Basic,High School or Below,1/13/11,Unemployed,M,0,Suburban,Single,110,17,58,2,3,Personal Auto,Personal L3,Offer2,Branch,796.987409,SUV,Medsize,7600.443798
TE35785,California,No,Basic,Doctor,7/2/2011,Unemployed,M,0,Suburban,Married,196,0,73,2,1,Personal Auto,Personal L3,Offer1,Branch,1337.063487,Luxury SUV,Large,6948.422239
AC42963,California,Yes,Basic,Bachelor,3/1/2011,Unemployed,M,0,Suburban,Married,65,9,31,0,2,Special Auto,Special L3,Offer2,Agent,312.0,Two-Door Car,Medsize,21423.63723
DR32525,Arizona,No,Extended,College,2/25/11,Unemployed,M,0,Suburban,Single,96,29,22,4,2,Personal Auto,Personal L3,Offer3,Agent,460.8,Four-Door Car,Medsize,23747.46699
MQ68407,Oregon,Yes,Premium,Bachelor,2/28/11,Employed,F,63774,Rural,Divorced,111,18,63,0,1,Personal Auto,Personal L3,Offer2,Agent,60.036683,Four-Door Car,Medsize,4376.363592
AO77635,California,No,Basic,College,2/1/2011,Employed,F,28987,Rural,Married,102,8,98,0,1,Personal Auto,Personal L2,Offer3,Branch,245.693546,SUV,Medsize,4005.720666
LY69932,Oregon,No,Basic,High School or Below,11/2/2011,Employed,M,68022,Suburban,Married,103,3,26,0,3,Personal Auto,Personal L3,Offer4,Web,494.4,Sports Car,Small,8209.59982
SO40738,California,No,Basic,High School or Below,10/2/2011,Employed,F,99189,Rural,Single,117,27,27,0,3,Corporate Auto,Corporate L3,Offer3,Web,75.302707,SUV,Medsize,9406.381948
YF54705,Nevada,No,Extended,College,2/24/11,Employed,M,36812,Urban,Married,92,23,98,1,4,Personal Auto,Personal L3,Offer1,Branch,392.695097,Two-Door Car,Medsize,7356.010439
QC35222,California,No,Basic,Bachelor,1/1/2011,Employed,F,48269,Urban,Married,69,3,79,3,1,Corporate Auto,Corporate L2,Offer3,Web,282.151207,Four-Door Car,Medsize,2683.470677
KB54415,Arizona,No,Basic,High School or Below,1/30/11,Disabled,M,13449,Suburban,Single,68,28,13,0,1,Personal Auto,Personal L2,Offer1,Agent,326.4,Four-Door Car,Large,2473.368225
FK95213,California,No,Extended,Master,1/16/11,Employed,F,49673,Urban,Married,232,27,57,0,7,Personal Auto,Personal L3,Offer2,Web,1021.654003,Luxury SUV,Medsize,18611.45356
ZH17561,Washington,No,Extended,Bachelor,1/24/11,Medical Leave,F,21665,Suburban,Divorced,136,0,25,0,1,Corporate Auto,Corporate L2,Offer1,Branch,765.709629,SUV,Medsize,5097.526248
DT82702,Arizona,Yes,Basic,College,1/26/11,Unemployed,F,0,Suburban,Married,66,16,77,0,2,Personal Auto,Personal L3,Offer2,Agent,316.8,Four-Door Car,Medsize,7200.664877
CH85444,Oregon,No,Premium,College,1/25/11,Disabled,M,25943,Suburban,Married,110,26,83,0,1,Corporate Auto,Corporate L2,Offer1,Branch,1067.333126,Two-Door Car,Small,4145.711862
XC16387,Arizona,No,Basic,High School or Below,1/1/2011,Employed,F,46072,Rural,Single,64,0,61,0,4,Personal Auto,Personal L3,Offer1,Branch,25.934064,Four-Door Car,Medsize,5040.412436
EO42272,California,No,Basic,Bachelor,11/1/2011,Employed,F,44856,Suburban,Divorced,66,24,71,1,2,Corporate Auto,Corporate L3,Offer4,Branch,316.8,Four-Door Car,Small,10148.41973
QW21219,California,Yes,Basic,High School or Below,1/27/11,Unemployed,F,0,Suburban,Divorced,63,4,52,0,2,Corporate Auto,Corporate L1,Offer2,Agent,685.12694,Four-Door Car,Medsize,16468.22079
AH39293,California,Yes,Basic,College,2/25/11,Employed,M,72302,Suburban,Divorced,66,6,27,0,1,Personal Auto,Personal L1,Offer1,Agent,316.8,Two-Door Car,Medsize,2616.613903
WU76366,Arizona,No,Basic,Bachelor,2/2/2011,Employed,M,28726,Suburban,Divorced,65,13,88,0,3,Personal Auto,Personal L1,Offer1,Agent,468.0,Four-Door Car,Small,4983.897914
RV52244,Arizona,No,Basic,Bachelor,2/20/11,Employed,F,31357,Rural,Married,63,2,88,0,1,Personal Auto,Personal L3,Offer2,Branch,2.016239,Four-Door Car,Medsize,2498.35063
WN45973,Washington,No,Basic,Master,2/16/11,Employed,M,83013,Rural,Married,103,2,75,0,2,Corporate Auto,Corporate L3,Offer1,Agent,155.125923,SUV,Medsize,12584.00638
OT66924,Oregon,No,Basic,Bachelor,1/26/11,Disabled,F,14606,Suburban,Married,72,2,94,5,4,Personal Auto,Personal L2,Offer3,Call Center,439.772868,Four-Door Car,Medsize,4681.52815
FE20514,Oregon,No,Basic,College,1/16/11,Employed,M,26733,Urban,Single,66,7,55,0,5,Personal Auto,Personal L1,Offer2,Web,218.717113,Four-Door Car,Medsize,5065.486772
CF15558,California,No,Basic,Master,1/30/11,Employed,F,39161,Urban,Married,63,18,83,1,4,Personal Auto,Personal L3,Offer2,Call Center,283.995953,Two-Door Car,Small,5004.263818
ST91578,California,No,Extended,Master,1/19/11,Unemployed,M,0,Rural,Divorced,90,3,76,0,7,Personal Auto,Personal L3,Offer3,Call Center,144.776935,Four-Door Car,Medsize,6466.304259
JQ59145,California,No,Basic,High School or Below,12/2/2011,Unemployed,M,0,Suburban,Married,114,9,72,1,5,Personal Auto,Personal L1,Offer1,Agent,722.024742,Sports Car,Medsize,8093.410258
CC88237,California,No,Basic,High School or Below,1/24/11,Employed,M,56154,Suburban,Single,67,6,26,0,4,Personal Auto,Personal L3,Offer3,Web,386.160674,Two-Door Car,Small,5257.241485
PZ95949,Arizona,Yes,Extended,Doctor,1/2/2011,Employed,M,31278,Suburban,Married,92,24,95,4,1,Personal Auto,Personal L3,Offer1,Branch,441.6,Two-Door Car,Medsize,3528.044252
DA20791,California,No,Extended,College,6/1/2011,Employed,M,66457,Suburban,Married,95,2,76,0,1,Personal Auto,Personal L3,Offer2,Branch,456.0,Four-Door Car,Medsize,3774.861293
ZO16199,California,No,Basic,High School or Below,2/16/11,Disabled,F,17099,Suburban,Married,69,13,28,0,9,Personal Auto,Personal L2,Offer1,Web,331.2,Four-Door Car,Small,5354.365535
KL98495,Nevada,No,Basic,College,5/1/2011,Unemployed,M,0,Suburban,Married,74,7,93,0,2,Personal Auto,Personal L2,Offer1,Agent,426.655599,Two-Door Car,Medsize,8487.238032
XC83045,Nevada,No,Extended,Bachelor,9/2/2011,Disabled,M,16869,Suburban,Divorced,222,28,57,0,3,Personal Auto,Personal L2,Offer1,Call Center,1065.6,Luxury SUV,Small,16460.07754
BY59578,California,No,Extended,College,1/23/11,Employed,M,63189,Suburban,Married,88,16,95,0,1,Personal Auto,Personal L3,Offer1,Agent,569.124597,Four-Door Car,Medsize,3497.483075
PP26786,Arizona,No,Basic,College,10/1/2011,Employed,M,51906,Suburban,Married,73,29,78,0,1,Corporate Auto,Corporate L2,Offer2,Branch,374.864662,Four-Door Car,Medsize,2890.338106
KB90888,Oregon,No,Basic,High School or Below,3/1/2011,Unemployed,F,0,Suburban,Single,73,25,5,0,1,Corporate Auto,Corporate L1,Offer2,Branch,842.87608,Two-Door Car,Medsize,2561.576924
MM71959,Arizona,No,Basic,Bachelor,5/2/2011,Employed,M,83210,Suburban,Divorced,110,0,25,0,3,Personal Auto,Personal L3,Offer3,Branch,528.0,Sports Car,Large,8733.527338
MN53151,Oregon,No,Basic,College,5/2/2011,Retired,M,13624,Suburban,Divorced,117,4,11,0,2,Personal Auto,Personal L1,Offer4,Agent,561.6,Sports Car,Medsize,27937.75093
GF38306,Nevada,No,Extended,High School or Below,8/2/2011,Employed,F,96162,Urban,Single,97,9,91,0,4,Corporate Auto,Corporate L3,Offer2,Agent,376.569009,Four-Door Car,Small,7758.588506
SR96970,Oregon,No,Extended,Bachelor,2/20/11,Unemployed,M,0,Suburban,Married,98,29,37,0,1,Personal Auto,Personal L3,Offer2,Call Center,705.6,Four-Door Car,Small,3489.276369
FB68802,Arizona,No,Basic,College,2/15/11,Unemployed,M,0,Suburban,Married,119,29,54,2,1,Personal Auto,Personal L3,Offer3,Agent,571.2,SUV,Small,4025.095533
VQ97965,Oregon,No,Extended,Bachelor,2/23/11,Employed,F,73643,Rural,Single,89,2,2,0,1,Corporate Auto,Corporate L3,Offer2,Agent,147.486454,Four-Door Car,Medsize,3514.212939
AE89300,Arizona,No,Basic,Bachelor,3/2/2011,Employed,F,82634,Urban,Single,104,8,74,0,3,Personal Auto,Personal L3,Offer3,Agent,324.097433,SUV,Medsize,8224.770259
SV58690,California,No,Basic,Bachelor,1/25/11,Employed,M,41853,Rural,Single,71,17,51,0,3,Personal Auto,Personal L2,Offer1,Agent,155.511553,Two-Door Car,Medsize,5555.556089
HR50405,Oregon,No,Basic,Bachelor,2/24/11,Medical Leave,F,13393,Rural,Married,73,31,11,0,1,Personal Auto,Personal L3,Offer2,Branch,34.708194,Four-Door Car,Medsize,2869.301319
TG68823,Arizona,Yes,Basic,Bachelor,12/1/2011,Employed,F,25134,Suburban,Married,67,3,0,0,6,Personal Auto,Personal L3,Offer2,Call Center,321.6,Four-Door Car,Small,5318.89664
QI40455,Oregon,No,Basic,Doctor,2/27/11,Unemployed,F,0,Urban,Married,107,18,79,0,2,Personal Auto,Personal L3,Offer1,Branch,271.014511,SUV,Large,12097.91224
FQ24929,Oregon,Yes,Basic,Master,1/13/11,Employed,M,56005,Suburban,Married,68,31,30,1,3,Personal Auto,Personal L3,Offer1,Branch,326.4,Four-Door Car,Small,5479.555081
KA58700,Nevada,No,Extended,College,3/1/2011,Employed,M,44712,Suburban,Single,82,19,14,2,8,Corporate Auto,Corporate L3,Offer1,Agent,537.78416,Four-Door Car,Medsize,6085.304178
SS34897,California,No,Basic,Bachelor,1/27/11,Employed,M,63546,Rural,Married,64,1,53,0,1,Personal Auto,Personal L2,Offer3,Call Center,131.813652,Four-Door Car,Medsize,2541.523959
QZ81258,Oregon,Yes,Basic,College,1/27/11,Unemployed,F,0,Suburban,Single,68,19,2,3,2,Personal Auto,Personal L3,Offer1,Agent,326.4,Four-Door Car,Large,13197.92893
WX14028,Nevada,No,Basic,College,10/2/2011,Employed,F,60455,Suburban,Single,104,20,25,0,2,Personal Auto,Personal L1,Offer4,Agent,499.2,SUV,Medsize,32450.39142
GO14008,Oregon,No,Basic,Bachelor,1/21/11,Employed,F,73775,Suburban,Divorced,67,14,51,0,3,Personal Auto,Personal L3,Offer2,Agent,321.6,Four-Door Car,Medsize,5398.098108
RZ33670,California,No,Premium,College,9/1/2011,Disabled,F,29879,Suburban,Married,102,17,0,0,2,Personal Auto,Personal L3,Offer3,Web,500.254235,Four-Door Car,Medsize,11727.77648
ID89933,Oregon,No,Extended,Doctor,9/1/2011,Employed,F,39786,Urban,Married,91,2,91,1,9,Personal Auto,Personal L2,Offer1,Web,365.835977,Four-Door Car,Medsize,7255.577594
MQ15074,Washington,No,Basic,High School or Below,1/2/2011,Employed,M,28082,Suburban,Married,64,9,63,0,1,Personal Auto,Personal L2,Offer2,Branch,578.499499,Four-Door Car,Medsize,2499.498786
YP67379,Arizona,No,Extended,High School or Below,4/2/2011,Employed,M,22244,Rural,Married,84,6,59,0,9,Personal Auto,Personal L3,Offer3,Web,114.815893,Four-Door Car,Medsize,6686.128629
OM13505,Washington,No,Basic,Bachelor,1/14/11,Employed,M,81741,Urban,Single,64,10,94,0,8,Corporate Auto,Corporate L2,Offer1,Agent,186.448395,Four-Door Car,Medsize,5047.483378
UC84059,California,No,Premium,Master,10/2/2011,Employed,F,70950,Urban,Married,171,6,12,0,1,Personal Auto,Personal L3,Offer4,Call Center,565.929394,Sports Car,Medsize,6898.455315
QQ86648,Oregon,No,Basic,High School or Below,1/20/11,Employed,M,78834,Suburban,Married,72,14,20,2,8,Personal Auto,Personal L1,Offer2,Call Center,345.6,Two-Door Car,Small,5658.531248
YD45660,Arizona,No,Basic,Bachelor,2/15/11,Employed,F,47048,Suburban,Married,118,0,37,0,3,Personal Auto,Personal L3,Offer4,Call Center,566.4,SUV,Medsize,9420.965855
BV69462,Oregon,No,Extended,Bachelor,7/2/2011,Unemployed,F,0,Suburban,Single,79,32,2,0,3,Corporate Auto,Corporate L3,Offer1,Branch,379.2,Two-Door Car,Medsize,5612.375586
JN33628,California,No,Premium,Bachelor,2/22/11,Unemployed,M,0,Suburban,Married,167,30,40,0,5,Personal Auto,Personal L3,Offer2,Branch,1985.999807,SUV,Small,12316.79698
UR49989,Oregon,No,Basic,Bachelor,1/27/11,Employed,F,81605,Suburban,Married,67,7,74,0,1,Personal Auto,Personal L3,Offer2,Agent,424.219182,Two-Door Car,Medsize,2725.192659
HT31871,Arizona,No,Basic,High School or Below,1/14/11,Employed,M,36305,Suburban,Married,61,19,61,0,9,Personal Auto,Personal L1,Offer4,Branch,292.8,Four-Door Car,Small,4861.369008
DZ64604,California,No,Premium,High School or Below,12/2/2011,Employed,M,60774,Suburban,Married,154,13,7,0,5,Personal Auto,Personal L3,Offer2,Branch,739.2,SUV,Small,12269.41862
UA44429,California,No,Basic,College,1/24/11,Unemployed,F,0,Suburban,Married,68,3,52,0,1,Personal Auto,Personal L3,Offer2,Branch,326.4,Four-Door Car,Medsize,2520.028421
WM19967,California,No,Basic,College,12/1/2011,Employed,F,63755,Urban,Married,62,28,40,0,2,Personal Auto,Personal L2,Offer2,Web,291.860708,Two-Door Car,Medsize,19884.91592
GW77328,Oregon,No,Basic,Doctor,3/2/2011,Employed,M,69991,Rural,Married,65,27,44,0,7,Personal Auto,Personal L3,Offer2,Call Center,4.619402,Four-Door Car,Medsize,5214.342348
VF65535,California,No,Extended,College,1/18/11,Employed,F,64937,Urban,Single,122,27,43,0,2,Corporate Auto,Corporate L2,Offer3,Agent,328.82872,SUV,Medsize,42937.34691
